ID     dec  year mo dy hr name       allLat     allLon     midLat     midLon     firstLat   firstLon   lastLat    lastLon
198106 1980 1981  9  4 18 FLOYD       30.527186 -58.404321  25.975994 -68.600523  19.876906 -65.096314  38.464237 -35.988463
198107 1980 1981  9  8  0 GERT        27.883568 -65.485075  28.228712 -72.157545  16.582737 -63.067407  38.575648 -47.557687
198108 1980 1981  9 12 18 HARVEY      30.954114 -56.712933  28.014814 -62.063810  20.757497 -58.488824  38.065840 -45.809926
198109 1980 1981  9 23  6 IRENE       28.878706 -45.716807  25.613385 -56.648291  12.880407 -43.022951  44.751396 -13.369220
198110 1980 1981 10 30  0 JOSE        31.222360 -42.180187  31.427313 -41.997730  29.052281 -45.557109  33.369355 -37.957705
198111 1980 1981 11  4  6 KATRINA     21.735103 -76.947711  19.902555 -80.355800  18.750033 -81.250222  25.461863 -69.003542
198112 1980 1981 11 12 12 SUBTROP 3   36.048022 -70.839342  33.501179 -71.178178  31.603127 -72.754289  41.258423 -67.747741
198201 1980 1982  6  3  6 ALBERTO     24.229530 -84.186943  24.101103 -84.184782  23.701240 -84.053404  24.900823 -84.124839
198202 1980 1982  6 18 12 SUBTROP 1   37.375332 -72.698496  32.381122 -79.276435  31.638323 -80.061965  43.099335 -63.064887
198203 1980 1982  8 28 18 BERYL       17.139609 -34.746001  17.174001 -35.549967  14.353868 -24.372638  19.327765 -43.698400
198204 1980 1982  9 10 12 CHRIS       28.866904 -93.936258  28.866904 -93.936258  28.150018 -94.100397  29.500258 -93.827359
198205 1980 1982  9 14 12 DEBBY       39.107038 -59.501285  39.031748 -62.275363  25.101412 -71.256083  51.640352 -29.569660
198206 1980 1982 10  1  6 ERNESTO     28.991808 -64.480396  28.537351 -65.373093  27.551449 -67.203978  30.376904 -61.679000
198301 1980 1983  8 15 18 ALICIA      28.281327 -93.794902  29.090531 -95.038676  27.100980 -91.725224  30.151488 -95.793850
198302 1980 1983  8 24  6 BARRY       26.846155 -88.130631  25.578044 -95.901872  27.928488 -77.398206  25.479327 -96.975105
198303 1980 1983  9 11  0 CHANTAL     34.958664 -56.745543  32.807686 -59.978198  32.206084 -61.731116  38.101320 -53.481279
198304 1980 1983  9 26 18 DEAN        32.939930 -72.397324  33.839661 -71.308537  28.750080 -72.825779  36.679526 -74.416389
198401 1980 1984  8 19 12 SUBTROP 1   43.210940 -49.592134  43.210940 -49.592134  40.343384 -53.851321  45.905491 -44.925617
198402 1980 1984  8 29 12 ARTHUR      13.368947 -57.061121  12.361333 -56.297434  12.100951 -56.023179  14.625046 -58.024684
198403 1980 1984  8 31 12 BERTHA      15.978703 -47.070145  15.978703 -47.070145  15.978703 -47.070145  15.978703 -47.070145
198404 1980 1984  8 31 12 CESAR       43.170071 -56.653654  44.948442 -52.752975  40.271494 -62.084100  45.661645 -51.114312
198405 1980 1984  9  8 12 DIANA       33.764925 -76.617078  33.114415 -77.957478  28.552831 -78.649842  42.343865 -64.206331
198406 1980 1984  9 14  6 EDOUARD     20.500063 -96.024902  20.500063 -96.024902  20.500063 -96.024902  20.500063 -96.024902
198407 1980 1984  9 16 18 FRAN        19.226738 -31.335379  17.847670 -27.263938  15.925960 -25.646901  20.809018 -38.527084
198408 1980 1984  9 18 18 GUSTAV      33.302937 -63.643356  33.302937 -63.643356  33.302937 -63.643356  33.302937 -63.643356
198409 1980 1984  9 23 18 HORTENSE    33.297305 -58.794208  29.675375 -60.622626  28.650262 -59.375609  42.584459 -40.989486
198410 1980 1984  9 26 12 ISIDORE     29.789117 -78.554430  26.064512 -79.129407  25.227060 -78.047336  34.518997 -73.391199
198411 1980 1984 10  8 12 JOSEPHINE   35.390567 -66.390986  31.112845 -71.979724  24.550351 -71.924134  40.945957 -53.975970
198412 1980 1984 11  6 18 KLAUS       26.990289 -57.921974  20.133497 -61.983934  17.725763 -65.976744  39.144977 -50.014022
198413 1980 1984 12 12 12 LILI        29.255664 -55.294171  31.150520 -52.558953  35.250199 -60.126149  21.616005 -62.038257
198501 1980 1985  7 16 18 ANA         38.781805 -64.328757  42.618236 -62.095237  32.800279 -67.021690  45.223021 -59.094490
198502 1980 1985  7 22 18 BOB         28.905037 -81.421180  30.137451 -80.550976  26.426096 -83.100326  32.449966 -80.549768
198503 1980 1985  8 11  0 CLAUDETTE   37.230706 -53.003237  36.528603 -41.188054  34.382697 -72.129223  41.799572 -27.230545
198504 1980 1985  8 14  0 DANNY       27.569493 -91.015832  28.440827 -91.721667  24.778906 -89.267875  30.475276 -92.427761
198505 1980 1985  8 28 18 ELENA       27.865270 -85.622754  29.136052 -85.328174  23.711206 -82.562257  30.710911 -89.560518
198506 1980 1985  9 16 18 FABIAN      29.701587 -56.489164  28.171449 -61.403438  27.038682 -63.913573  31.679892 -48.090549
198507 1980 1985  9 17 12 GLORIA      32.472649 -56.228483  24.730615 -70.412571  14.809427 -30.848390  55.115126 -31.299343
198508 1980 1985  9 23  6 HENRI       37.586291 -73.879277  36.720054 -74.081289  36.350063 -74.101120  38.775693 -73.680828
198509 1980 1985 10  7  6 ISABEL      25.838023 -74.295760  25.306651 -72.378050  20.450388 -71.097528  29.505463 -79.569459
198510 1980 1985 10 26 12 JUAN        28.544237 -91.185202  28.138953 -91.832540  24.525302 -92.375613  31.228283 -87.639166
198511 1980 1985 11 15 18 KATE        25.745039 -75.759362  25.003125 -84.286373  21.475452 -64.174781  34.167961 -73.038996
198601 1980 1986  6  6  0 ANDREW      33.665986 -75.386496  31.117172 -77.652068  30.500132 -77.799053  37.264731 -71.666753
198602 1980 1986  6 24 18 BONNIE      28.121440 -92.233671  28.534456 -92.912183  26.827342 -90.623482  29.501717 -93.893393
198603 1980 1986  8 15 18 CHARLEY     46.735717 -48.838625  35.983518 -75.597615  32.375422 -78.025519  56.425031   5.949442
198604 1980 1986  9  7 18 DANIELLE    12.769791 -62.072499  12.367416 -60.274763  11.932234 -58.471426  13.558244 -65.696743
198605 1980 1986  9 11  0 EARL        32.329535 -50.712096  27.164351 -54.667540  23.676450 -52.545020  50.864702 -40.386702
198606 1980 1986 11 19  6 FRANCES     27.515252 -60.206947  27.150156 -60.418265  24.725311 -62.626710  30.075055 -58.000831
198701 1980 1987  8  9 18 NOT NAMED   28.925163 -94.347933  28.925163 -94.347933  28.925163 -94.347933  28.925163 -94.347933
198702 1980 1987  8 11 18 ARLENE      36.488509 -51.615567  36.576100 -42.421483  30.880973 -72.737262  47.007660 -17.820858
198703 1980 1987  8 18 18 BRET        16.306126 -37.297068  15.676138 -34.696245  15.257654 -28.599055  17.628810 -45.547487
198704 1980 1987  9  7 12 CINDY       33.923960 -36.996980  28.750267 -39.398427  27.300024 -39.373568  40.352986 -31.561327
198705 1980 1987  9 10 12 DENNIS      15.674912 -37.463104  12.080621 -27.518520  11.200904 -25.999026  17.801694 -48.774690
198706 1980 1987  9 20 18 EMILY       24.075562 -64.302345  16.609919 -68.105166  12.231073 -58.845733  43.467010 -46.107452
198707 1980 1987 10 10 12 FLOYD       22.569318 -81.424393  23.090424 -82.520054  17.201440 -83.446585  27.659271 -76.169144
198801 1980 1988  8  7 12 ALBERTO     44.146813 -66.329288  44.146813 -66.329288  44.146813 -66.329288  44.146813 -66.329288
198802 1980 1988  8  8 12 BERYL       29.701659 -89.748044  29.701659 -89.748044  29.500094 -89.299778  29.776908 -89.972661
198803 1980 1988  8 28  6 CHRIS       30.600884 -80.624527  30.600884 -80.624527  30.600884 -80.624527  30.600884 -80.624527
198804 1980 1988  9  2  6 DEBBY       20.637903 -97.001225  20.637903 -97.001225  20.751771 -96.250000  20.577131 -97.726074
198805 1980 1988  9  3 18 ERNESTO     38.439955 -42.167814  38.962670 -39.870882  36.535166 -46.694175  39.600534 -37.342133
198806 1980 1988  9  7 12 NOT NAMED   17.870926 -20.421928  17.240878 -20.171153  15.075468 -19.097967  20.750845 -21.769423
198807 1980 1988  9  7 18 FLORENCE    25.054369 -89.511634  26.850079 -89.297574  22.775161 -89.825051  27.975168 -89.347816
198808 1980 1988  9  9 18 GILBERT     19.768012 -80.897124  19.501086 -83.133390  14.904798 -62.122998  24.530550 -98.745739
198809 1980 1988  9 20  6 HELENE      23.794469 -44.992403  15.180594 -45.740447  12.702157 -35.251691  48.660212 -36.733460
198810 1980 1988  9 30 18 ISAAC       11.736883 -57.732067  11.736883 -57.732067  11.736883 -57.732067  11.736883 -57.732067
198811 1980 1988 10 11  6 JOAN        12.043726 -68.935363  11.842643 -83.023844  10.878702 -47.072355  12.052058 -85.399560
198812 1980 1988 11 20  6 KEITH       31.881306 -74.309075  45.597553 -48.397825  18.252699 -84.842339  51.134541 -43.733256
198901 1980 1989  6 26  0 ALLISON     28.916767 -95.667811  28.916767 -95.667811  28.400008 -95.750212  29.400111 -95.600791
198902 1980 1989  7 11  0 BARRY       21.703940 -53.044431  20.866058 -51.959150  19.254921 -49.890867  23.801312 -55.724250
198903 1980 1989  7 31  6 CHANTAL     28.234910 -93.322450  28.234910 -93.322450  26.651529 -91.919584  29.803567 -94.767407
198904 1980 1989  8  1  6 DEAN        28.033993 -60.210864  33.313352 -64.489671  16.234175 -51.971977  49.605709 -50.146334
198905 1980 1989  8 19 18 ERIN        31.714464 -40.776575  34.073978 -44.365918  19.331605 -34.869381  48.211900 -34.240338
198906 1980 1989  8 26 18 FELIX       33.976929 -37.732022  36.437848 -48.351370  17.650471 -23.574163  44.012084 -31.018710
198907 1980 1989  8 31  0 GABRIELLE   25.588530 -51.448792  19.036565 -54.982235  11.431416 -27.399463  39.953118 -60.904092
198908 1980 1989  9 11 18 HUGO        25.996132 -58.878661  14.457559 -53.891829  12.508065 -31.974987  55.470297 -53.599204
198909 1980 1989  9 18  0 IRIS        17.756907 -58.114822  18.172218 -58.088787  13.527318 -54.843888  21.103171 -61.721872
198910 1980 1989 10 13  0 JERRY       25.015670 -93.600677  27.868523 -94.156930  21.425059 -93.224199  28.725541 -94.621414
198911 1980 1989 11 30  0 KAREN       18.590172 -84.269936  20.350431 -83.432525  20.725468 -83.574764  17.025690 -84.674068
199001 1990 1990  7 24 12 ARTHUR      13.139218 -63.937435  12.741935 -63.146237  11.029623 -59.147561  15.209079 -68.967626
199002 1990 1990  7 28  0 BERTHA      36.209462 -68.327469  36.035225 -67.528398  29.026358 -75.052198  45.251576 -60.521016
199003 1990 1990  8  2  0 CESAR       21.218753 -40.987414  16.746932 -34.691552  16.404255 -34.094914  26.200654 -46.372868
199004 1990 1990  8  5  0 DIANA       19.844088 -91.593982  20.744080 -95.813321  17.855810 -85.567015  20.805324 -97.525414
199005 1990 1990  8  3 12 EDOUARD     39.059988 -27.744308  39.339399 -25.764892  39.460151 -24.948724  39.526295 -27.876105
199006 1990 1990  8 13 18 FRAN         9.537165 -57.471074   9.537165 -57.471074   9.537165 -57.471074   9.537165 -57.471074
199007 1990 1990  8 25  0 GUSTAV      25.903246 -54.979016  29.889323 -57.256917  13.578012 -50.649016  45.110587 -46.966447
199008 1990 1990  8 26  6 HORTENSE    20.581499 -43.302753  21.044003 -43.320071  15.925079 -40.248999  24.978915 -47.114801
199009 1990 1990  9  5 12 ISIDORE     30.305133 -43.781090  17.876897 -37.348536  11.026658 -34.146944  47.446650 -42.579435
199010 1990 1990  9 24 12 JOSEPHINE   28.278057 -39.163824  34.108458 -40.423040  19.475137 -34.499799  37.638712 -39.891680
199011 1990 1990 10  3 18 KLAUS       18.810277 -63.723384  17.212965 -61.136430  16.425218 -59.974778  23.104749 -71.741166
199012 1990 1990 10  6  6 LILI        34.709850 -56.257820  31.024092 -55.545129  35.500090 -44.175684  45.469328 -58.523207
199013 1990 1990 10 10  6 MARCO       26.057413 -82.553801  26.057413 -82.553801  24.975169 -82.373828  27.125095 -82.748776
199014 1990 1990 10 16 18 NANA        25.895887 -64.607108  24.127406 -63.950753  22.175495 -62.649706  29.400362 -65.725245
199101 1990 1991  7  4  0 ANA         37.521618 -60.979951  37.452724 -64.398690  37.253680 -66.104470  37.662930 -55.856530
199102 1990 1991  8 16 18 BOB         41.597358 -63.283721  36.297754 -74.318484  27.425581 -76.347273  47.197869 -25.530135
199103 1990 1991  9  5 12 CLAUDETTE   30.235224 -57.877258  27.319897 -61.213114  26.026726 -56.875417  33.839289 -47.537110
199104 1990 1991  9  8 12 DANNY       13.582924 -44.809026  12.063822 -39.854293  11.054749 -37.246741  15.687793 -52.997571
199105 1990 1991  9  9 18 ERIKA       35.205230 -40.739797  34.059806 -45.384374  32.077526 -50.107858  37.085751 -30.856597
199106 1990 1991 10 15 12 FABIAN      24.236893 -80.582598  22.607321 -81.939845  21.954721 -82.461879  26.413252 -78.690476
199107 1990 1991 10 26  6 GRACE       30.387215 -66.191736  32.057461 -65.102225  27.526255 -66.273213  31.883571 -63.585111
199108 1990 1991 10 29  0 NOT NAMED   39.507446 -64.596337  38.675516 -67.269568  41.503487 -56.629671  40.829907 -65.161193
199201 1990 1992  4 22  6 SUBTROP 1   25.402156 -62.698422  25.402156 -62.698422  25.301155 -62.248741  25.575839 -63.174842
199202 1990 1992  8 17 12 ANDREW      23.755371 -68.550894  25.548258 -75.163732  13.284784 -45.093988  30.425223 -91.425538
199203 1990 1992  9 18  6 BONNIE      36.416881 -47.431105  37.385162 -52.869403  34.050051 -57.950000  38.863626 -23.755470
199204 1990 1992  9 22 12 CHARLEY     37.765044 -30.115640  35.838294 -34.113481  32.900114 -34.148359  46.352345 -17.078163
199205 1990 1992  9 22 18 DANIELLE    34.996700 -74.128075  36.002808 -74.767926  33.700558 -73.677435  37.700270 -75.520167
199206 1990 1992  9 29 12 EARL        28.941538 -72.283120  28.693841 -71.113138  29.850779 -78.825492  27.553165 -65.700908
199207 1990 1992 10 22 18 FRANCES     40.008676 -47.380255  30.993355 -58.834681  27.425023 -61.324828  44.712127 -17.926556
199301 1990 1993  6 19 12 ARLENE      26.300799 -96.523288  26.300799 -96.523288  26.300799 -96.523288  26.300799 -96.523288
199302 1990 1993  8  5  0 BRET        10.856193 -62.772768  10.241413 -52.000514  10.332243 -46.300231  10.990823 -80.949623
199303 1990 1993  8 14 18 CINDY       16.066233 -65.783218  16.642484 -67.591229  15.004611 -62.847726  17.154733 -68.695987
199304 1990 1993  8 24 12 DENNIS      18.522810 -38.856020  16.655998 -36.259250  16.127204 -35.322203  21.000718 -42.172529
199305 1990 1993  8 25 12 EMILY       32.400883 -65.845783  34.391835 -73.856770  28.100225 -60.625139  36.275009 -57.550049
199306 1990 1993  9  7 18 FLOYD       44.081050 -44.663031  47.879668 -12.090430  28.601313 -69.064943  47.893790  -7.257560
199307 1990 1993  9 15 12 GERT        18.828529 -92.170242  21.041823 -96.356181  14.185882 -85.648258  21.132524 -97.851341
199308 1990 1993  9 20  6 HARVEY      38.202644 -52.091285  36.828883 -53.549341  34.574069 -56.095016  41.588389 -47.785970
199401 1990 1994  7  2  0 ALBERTO     27.150490 -86.957032  28.183817 -86.838722  25.025215 -87.250757  29.275168 -86.651907
199402 1990 1994  8 15 12 BERYL       30.000084 -85.550329  30.000084 -85.550329  30.000084 -85.550329  30.000084 -85.550329
199403 1990 1994  8 17  0 CHRIS       24.808402 -54.202849  16.732709 -49.943322  12.427774 -42.797158  41.220345 -56.777205
199404 1990 1994  9 10  0 DEBBY       14.611339 -63.313101  14.611339 -63.313101  14.381478 -62.470828  14.832806 -64.095373
199405 1990 1994  9 22 12 ERNESTO     13.975062 -30.499204  13.416704 -30.449456  12.800013 -30.374770  15.150004 -30.624910
199406 1990 1994 11  2  6 FLORENCE    31.364435 -52.220600  37.577424 -49.463455  23.927207 -48.672027  40.663287 -43.283195
199407 1990 1994 11 10 18 GORDON      24.388095 -78.648157  31.514264 -76.348320  15.425077 -82.400540  30.725124 -75.025907
199501 1990 1995  6  3 12 ALLISON     40.046703 -73.594980  24.025243 -85.986765  21.300154 -85.947706  62.758987 -53.898440
199502 1990 1995  7  7  6 BARRY       38.496226 -66.512516  33.637076 -69.766719  32.751055 -70.355317  45.384055 -61.184035
199503 1990 1995  7 14  0 CHANTAL     33.625458 -62.055253  26.863588 -69.126474  21.150484 -64.999832  52.546202 -32.768375
199504 1990 1995  7 30 18 DEAN        28.800921 -94.499040  28.800921 -94.499040  28.800921 -94.499040  28.800921 -94.499040
199505 1990 1995  7 31  0 ERIN        27.006105 -80.203016  29.895564 -85.894778  22.725505 -73.749040  31.028515 -87.915778
199506 1990 1995  8  8 18 FELIX       34.822922 -57.825278  23.987450 -60.012367  15.859715 -39.197287  60.562142 -10.737289
199507 1990 1995  8 10 12 GABRIELLE   23.267032 -96.933099  23.220295 -97.019537  23.175100 -96.725164  23.250269 -97.099512
199508 1990 1995  8 22  6 HUMBERTO    24.090703 -44.084788  15.893024 -42.781709  14.327622 -35.747955  38.630147 -38.566224
199509 1990 1995  8 22 18 IRIS        27.760016 -53.226328  25.325773 -59.261786  13.876650 -51.973373  48.726009  -7.795603
199510 1990 1995  8 23 12 JERRY       27.361884 -80.655591  27.361884 -80.655591  27.100911 -80.372880  27.601338 -80.897065
199511 1990 1995  8 28  6 KAREN       20.795842 -49.490995  17.423625 -44.028668  17.153263 -43.072372  27.382284 -55.049731
199512 1990 1995  8 29  0 LUIS        24.791470 -52.976685  17.257951 -51.174435  12.079197 -31.122666  58.514230 -42.810682
199513 1990 1995  9 13  0 MARILYN     26.363267 -62.827680  19.517172 -66.112712  12.078520 -54.723716  38.075009 -56.724682
199514 1990 1995  9 27 12 NOEL        23.431484 -40.768352  14.975569 -42.023086  13.100536 -41.273479  32.737275 -35.980299
199515 1990 1995  9 30 12 OPAL        26.509920 -89.022700  27.160898 -88.969299  21.227026 -89.550107  41.091031 -81.226150
199516 1990 1995 10  5 12 PABLO       12.119455 -47.373215  11.586354 -42.791582  11.209496 -40.869732  12.555532 -53.251141
199517 1990 1995 10  9  0 ROXANNE     20.409885 -90.563054  19.637726 -86.646119  17.500020 -82.975314  21.950885 -93.948821
199518 1990 1995 10 21  0 SEBASTIEN   19.895673 -58.011554  20.882725 -58.405453  18.175858 -55.970171  19.851811 -60.653676
199519 1990 1995 10 27 12 TANYA       35.013581 -46.476948  33.627660 -51.772740  26.951427 -56.952286  46.079160 -24.213564
199601 1990 1996  6 19  0 ARTHUR      38.169603 -62.406571  38.087744 -61.373190  32.726215 -78.180312  41.934378 -41.836308
199602 1990 1996  7  5 12 BERTHA      32.360302 -62.658192  20.197166 -67.090863  12.214711 -42.666597  59.954721 -40.512074
199603 1990 1996  7 25 12 CESAR       12.221126 -77.761332  11.916900 -79.149331  12.305256 -70.349270  12.532414 -85.221767
199604 1990 1996  8 19 18 DOLLY       19.964396 -91.027505  21.078142 -95.977260  18.655596 -84.997515  21.358143 -96.997009
199605 1990 1996  8 22  6 EDOUARD     28.890814 -55.987372  15.379589 -46.524519  13.454911 -33.673818  47.139022 -43.569474
199606 1990 1996  8 27 12 FRAN        23.140675 -63.922643  26.898899 -74.149443  14.705268 -46.898956  34.475975 -78.365495
199607 1990 1996  8 28  6 GUSTAV      15.721206 -39.212228  12.448671 -35.319692  11.476462 -33.972612  19.601852 -44.221587
199608 1990 1996  9  7  6 HORTENSE    25.997814 -65.627271  25.875172 -71.283344  15.727611 -59.873688  45.870842 -54.498540
199609 1990 1996  9 25  6 ISIDORE     18.276275 -38.837716  15.643534 -41.749291  10.804312 -30.748198  29.100073 -40.197203
199610 1990 1996 10  6 18 JOSEPHINE   50.764187 -52.042493  27.433727 -87.370192  25.859619 -89.609324  62.890275 -26.862829
199611 1990 1996 10 11 18 KYLE        16.600196 -87.467031  16.600196 -87.467031  16.600196 -87.467031  16.600196 -87.467031
199612 1990 1996 10 16  6 LILI        35.131209 -57.620219  24.640831 -74.755010  18.050225 -84.074668  54.171236  -5.513878
199613 1990 1996 11 19  6 MARCO       15.892739 -78.503605  14.016607 -79.015105  13.650584 -80.325084  19.326241 -83.622263
199701 1990 1997  6  1 12 SUBTROP     37.186215 -72.160199  37.186215 -72.160199  36.464502 -73.056073  38.169129 -71.324391
199702 1990 1997  7  1  6 ANA         32.609774 -71.807592  31.605627 -73.739147  31.578355 -74.173346  33.952411 -69.483510
199703 1990 1997  7 11 12 BILL        37.495396 -62.014384  37.495396 -62.014384  33.990943 -66.514757  40.815089 -57.079324
199704 1990 1997  7 13 18 CLAUDETTE   34.662654 -69.762679  34.662654 -69.762679  32.575056 -72.900728  36.476022 -64.926383
199705 1990 1997  7 17 12 DANNY       34.942543 -79.955961  29.267017 -89.681224  28.751332 -90.626902  41.579162 -61.296470
199706 1990 1997  9  3 18 ERIKA       32.662128 -47.530451  23.139668 -62.412194  13.480737 -49.293856  48.552378 -17.880047
199707 1990 1997 10  5 18 FABIAN      28.352014 -57.529490  28.824508 -52.922629  27.001648 -62.228115  28.744715 -52.155772
199708 1990 1997 10 15  0 GRACE       22.034836 -61.882419  20.822198 -66.509362  20.503841 -68.251587  23.605368 -54.790829
199801 1990 1998  7 29  0 ALEX        15.854268 -48.168813  14.889134 -45.405197  13.605631 -39.148451  18.753881 -57.044268
199802 1990 1998  8 20 12 BONNIE      30.888406 -68.889652  23.876634 -71.207738  18.336254 -60.267122  43.974128 -47.335756
199803 1990 1998  8 21 18 CHARLEY     27.054259 -95.943021  27.054259 -95.943021  27.054259 -95.943021  27.054259 -95.943021
199804 1990 1998  8 24 18 DANIELLE    34.332520 -53.990139  17.961174 -48.135909  15.133904 -40.643116  54.778142 -15.315298
199805 1990 1998  8 31 18 EARL        39.741327 -71.949895  28.514970 -88.518420  23.675237 -93.502016  51.458633 -30.660673
199806 1990 1998  9  9 18 FRANCES     26.236073 -95.977284  26.490572 -96.038122  24.300180 -95.325648  28.076362 -96.847364
199807 1990 1998  9 16 12 GEORGES     20.843980 -66.547254  15.736921 -55.588537  11.155775 -33.772404  30.550210 -88.800052
199808 1990 1998  9 19 12 HERMINE     28.500108 -91.051037  28.500108 -91.051037  28.500108 -91.051037  28.500108 -91.051037
199809 1990 1998  9 20 18 IVAN        30.491643 -35.669899  38.577754 -36.003232  17.103227 -34.195109  41.162992 -20.793522
199810 1990 1998  9 21 18 JEANNE      26.846569 -31.050520  15.741707 -32.485389  11.829737 -21.521130  39.011877 -13.450071
199811 1990 1998  9 24  0 KARL        37.916420 -42.742452  34.055228 -47.084370  32.656757 -58.793569  48.040113 -12.312947
199812 1990 1998 10  5  6 LISA        25.452295 -44.349005  38.155179 -37.977092  15.301356 -48.146733  44.433075 -37.172313
199813 1990 1998 10 22 18 MITCH       25.637519 -75.848104  16.793233 -82.747361  12.025030 -77.725029  59.542516 -10.288063
199814 1990 1998 11 24  6 NICOLE      32.223780 -38.508791  36.201944 -38.322298  27.379192 -30.578627  47.881109 -35.180543
199901 1990 1999  6 12 12 ARLENE      29.534046 -60.032663  28.800902 -57.815448  28.650128 -57.499546  30.600350 -62.123477
199902 1990 1999  8 19 18 BRET        23.789154 -95.731069  24.915355 -95.676904  20.000019 -94.625128  27.200939 -98.098765
199903 1990 1999  8 20 18 CINDY       24.035843 -45.153272  29.854352 -57.397842  13.727726 -28.199400  37.946065 -51.449322
199904 1990 1999  8 24 12 DENNIS      30.312374 -74.590118  27.564750 -77.127833  22.726593 -71.073890  34.728278 -76.443600
199905 1990 1999  8 24 12 EMILY       15.639913 -55.776867  12.120239 -54.119380  11.950038 -53.949776  20.625077 -56.826183
199906 1990 1999  9  8  6 FLOYD       29.032834 -65.463564  23.590519 -69.462742  16.031259 -50.370669  48.502224 -54.082010
199907 1990 1999  9 12 12 GERT        24.187244 -52.613876  17.811582 -50.270044  14.883783 -34.645956  43.445178 -55.058723
199908 1990 1999  9 20  0 HARVEY      26.613913 -84.165778  26.651226 -85.341513  26.726760 -86.526677  26.338572 -81.703865
199909 1990 1999 10 13 12 IRENE       30.442397 -76.704345  35.045108 -74.188534  20.000047 -83.549534  46.511965 -51.740935
199910 1990 1999 10 18  6 JOSE        21.150525 -60.865970  16.345517 -60.775713  11.877708 -54.471589  36.287139 -56.485779
199911 1990 1999 10 29 18 KATRINA     13.500124 -83.149686  13.500124 -83.149686  13.500124 -83.149686  13.500124 -83.149686
199912 1990 1999 11 14 12 LENNY       16.655943 -67.583273  16.920383 -65.645264  16.051560 -78.873602  16.351404 -60.073437
200001 2000 2000  8  4  6 ALBERTO     32.354841 -43.596871  35.410086 -55.466317  12.554932 -24.497154  61.066310 -28.613541
200002 2000 2000  8 14  6 BERYL       23.823936 -96.195913  23.823936 -96.195913  23.652637 -95.822360  24.002352 -96.597635
200003 2000 2000  8 18 12 CHRIS       16.200000 -55.400000  16.200000 -55.400000  16.200000 -55.400000  16.200000 -55.400000
200004 2000 2000  8 20  6 DEBBY       17.449631 -61.208417  15.705504 -55.240206  14.283211 -49.569051  19.836288 -72.400987
200005 2000 2000  9  2  6 ERNESTO     17.848261 -52.918419  17.848261 -52.918419  17.205706 -51.493916  18.482286 -54.318155
200006 2000 2000  9 11 12 FLORENCE    32.485439 -69.421770  35.642950 -62.901202  30.200196 -72.575230  41.525690 -56.331784
200007 2000 2000  9 16  0 GORDON      25.835528 -85.056745  25.754072 -85.093750  23.300301 -86.376588  28.450848 -83.629571
200008 2000 2000  9 21  6 HELENE      35.540375 -76.107696  27.750249 -86.949416  26.625177 -86.972625  43.150574 -58.582840
200009 2000 2000  9 22  0 ISAAC       29.215289 -39.672944  26.143134 -53.239682  12.904724 -27.972173  56.786227  -8.044935
200010 2000 2000  9 26  0 JOYCE       11.446792 -45.518512  11.963933 -41.904783  11.602745 -33.574690  10.879192 -58.748366
200011 2000 2000  9 29 18 KEITH       18.994965 -89.816627  17.888442 -87.025064  17.725931 -85.649342  22.203525 -97.494184
200012 2000 2000 10  5 12 LESLIE      43.957149 -58.371910  55.150149 -23.143637  30.259602 -75.153930  54.732076 -20.045963
200013 2000 2000 10 16  0 MICHAEL     36.125434 -66.903183  42.121831 -61.698962  29.825132 -71.699925  50.274167 -54.191599
200014 2000 2000 10 20 12 NADINE      34.274635 -52.576668  32.751136 -54.335722  31.882429 -55.566065  36.636022 -49.483885
200015 2000 2000 10 25  6 SUBTROP     32.059133 -69.484313  38.520212 -66.265524  24.051595 -71.069052  42.150256 -62.012864
200101 2000 2001  6  5 12 ALLISON     32.325652 -87.917857  29.224980 -93.124288  28.840213 -94.038187  35.519974 -81.269175
200102 2000 2001  8  2 18 BARRY       27.635000 -86.499304  28.386404 -86.718015  26.527135 -85.948245  29.199991 -86.375070
200103 2000 2001  8 17  0 CHANTAL     16.120098 -77.456543  15.533840 -77.164414  13.584200 -63.596334  18.326198 -88.499242
200104 2000 2001  8 22 12 DEAN        37.188628 -58.607661  38.094643 -60.502008  19.383009 -66.614345  48.182030 -46.373267
200105 2000 2001  9  2  6 ERIN        34.002004 -55.298005  31.885420 -62.288172  13.881258 -39.820647  62.419342 -40.319977
200106 2000 2001  9 11 12 FELIX       29.457397 -41.331887  27.533301 -47.219081  19.800478 -48.222672  34.925028 -31.925099
200107 2000 2001  9 13 12 GABRIELLE   39.082073 -66.505738  34.741949 -67.974221  25.475785 -84.275694  55.899685 -34.057978
200108 2000 2001  9 22 12 HUMBERTO    36.521616 -61.943715  40.691691 -58.518039  28.975504 -66.822095  42.138409 -49.459756
200109 2000 2001 10  5 12 IRIS        16.707447 -76.599727  16.874873 -85.139756  15.506513 -66.796539  16.661628 -86.978872
200110 2000 2001 10  7  0 JERRY       12.534154 -58.971471  12.247177 -58.140055  11.632853 -56.670791  13.405985 -61.420328
200111 2000 2001 10 11 12 KAREN       36.935727 -64.543050  38.151149 -64.358793  31.155975 -64.113043  43.855471 -64.096307
200112 2000 2001 10 30  0 LORENZO     32.319523 -44.970036  32.319523 -44.970036  30.400924 -45.417409  34.004787 -44.928825
200113 2000 2001 11  1  0 MICHELLE    20.842521 -80.801487  20.178882 -83.121619  16.525162 -83.474406  27.332474 -70.849043
