ID     dec  year mo dy hr name       allLat     allLon     midLat     midLon     firstLat   firstLon   lastLat    lastLon
189903 1890 1899  8  3  0 NOT NAMED   32.098467 -56.248439  16.527433 -61.123239  11.930447 -33.273733  43.686994 -20.738765
189904 1890 1899  8 29  6 NOT NAMED   27.811170 -62.870872  25.354933 -69.513897  16.804134 -59.075005  46.075992 -47.487257
189905 1890 1899  9  3  0 NOT NAMED   24.007205 -58.006905  18.777298 -63.097195  13.408514 -41.148007  50.425811 -52.886806
189906 1890 1899 10  2  6 NOT NAMED   32.198616 -79.102563  24.139247 -86.388907  20.850774 -84.847723  50.776912 -55.894145
189907 1890 1899 10 10 12 NOT NAMED   15.232440 -39.611869  15.232440 -39.611869  10.975812 -35.973324  19.875554 -42.896621
189908 1890 1899 10 16  0 NOT NAMED   29.378552 -74.762311  28.501865 -74.332097  27.676745 -74.104754  31.077137 -75.442263
189909 1890 1899 10 26  0 NOT NAMED   34.230496 -70.838199  27.500409 -78.641735  16.800030 -78.949737  54.770772 -22.796437
189910 1890 1899 11  7  0 NOT NAMED   16.467258 -76.950709  16.312834 -76.790563  12.550312 -77.726108  20.475123 -76.526780
190001 1900 1900  8 27  0 NOT NAMED   29.306656 -69.881374  27.070255 -88.951314  15.228877 -43.949101  57.573868 -31.317549
190002 1900 1900  9  7  0 NOT NAMED   21.487170 -52.208509  25.887703 -65.273476  14.855612 -30.198014  37.353545 -56.984611
190003 1900 1900  9  8 12 NOT NAMED   23.418308 -32.515807  15.881214 -29.476183  10.451576 -19.848913  29.951536 -48.024282
190004 1900 1900  9 11  0 NOT NAMED   25.407051 -88.183691  22.877169 -87.408963  21.377508 -86.443507  29.425803 -89.229059
190005 1900 1900 10  7  0 NOT NAMED   39.999982 -65.020464  27.716976 -71.637832  27.377182 -70.549446  57.455583 -46.499938
190006 1900 1900 10 10  6 NOT NAMED   30.936516 -82.700827  25.318137 -89.050316  22.825580 -90.829633  38.600851 -74.307943
190007 1900 1900 10 26 12 NOT NAMED   28.765558 -71.970319  23.938315 -74.248185  20.900917 -74.097505  39.848882 -66.281902
190101 1900 1901  6 12  0 NOT NAMED   25.700250 -84.836710  25.700250 -84.836710  23.525357 -84.797152  27.875220 -84.877742
190102 1900 1901  7  1 12 NOT NAMED   19.360308 -76.220653  17.642548 -73.749799   9.877398 -55.647335  27.435439 -94.208202
190103 1900 1901  7  4  6 NOT NAMED   26.152276 -70.706404  33.055191 -75.113701  12.403891 -57.993065  34.152086 -78.498071
190104 1900 1901  8  9  0 NOT NAMED   27.921679 -84.112980  27.521686 -85.885138  25.127119 -76.024184  31.875270 -88.273656
190105 1900 1901  8 19 12 NOT NAMED   12.245552 -59.936454  12.245552 -59.936454  12.126939 -58.124697  12.352284 -61.749801
190106 1900 1901  8 25 12 NOT NAMED   18.872686 -32.470472  17.911600 -30.368340  16.329748 -23.923141  21.778752 -40.494494
190107 1900 1901  8 29 12 NOT NAMED   27.672531 -44.608040  21.599793 -54.636832  13.981500 -26.523572  47.778766 -25.581908
190108 1900 1901  9  9  6 NOT NAMED   23.646900 -73.221082  20.447924 -81.320117  17.505211 -52.625530  38.054350 -71.038930
190109 1900 1901  9 12  0 NOT NAMED   16.184816 -29.655548  15.012576 -29.425582  11.850257 -28.649167  19.625200 -31.249307
190110 1900 1901  9 21  0 NOT NAMED   25.413564 -77.518905  21.062795 -83.872461  13.927399 -74.474113  52.267466 -36.654843
190111 1900 1901 10  5  0 NOT NAMED   25.742994 -57.732243  14.966713 -55.055123  12.350167 -51.874689  44.482354 -46.178764
190112 1900 1901 10 15 18 NOT NAMED   25.637946 -71.020029  23.972586 -74.647799  23.103198 -76.303343  27.831068 -65.504967
190113 1900 1901 10 31  0 NOT NAMED   31.492878 -60.546114  29.962304 -62.224164  23.325231 -66.777154  37.604962 -51.967840
190201 1900 1902  6 13  0 NOT NAMED   31.108668 -80.947023  24.629128 -83.409082  22.900068 -83.150579  40.607253 -73.324225
190202 1900 1902  6 24 12 NOT NAMED   30.117646 -94.202675  25.225460 -96.732120  21.825411 -95.473350  40.910389 -83.698999
190203 1900 1902  9 16  6 NOT NAMED   26.066526 -41.703101  23.671002 -51.424217   8.352368 -32.622998  48.676561 -29.521910
190204 1900 1902 10  5 12 NOT NAMED   27.589454 -86.632206  19.965144 -92.629038  18.875307 -94.500299  41.493220 -62.763591
190205 1900 1902 11  1 12 NOT NAMED   33.171797 -57.954975  32.711922 -59.931486  25.605355 -65.724222  37.006491 -50.326788
190301 1900 1903  7 21  0 NOT NAMED   32.141979 -67.202928  33.775114 -70.887034  21.179683 -69.467029  40.748360 -50.102969
190302 1900 1903  8  6  6 NOT NAMED   18.746936 -74.072116  14.983646 -63.902262  12.178404 -44.123426  22.576740 -98.626988
190303 1900 1903  9  9  6 NOT NAMED   27.514524 -80.837929  28.918508 -84.298386  22.002159 -73.622364  32.850544 -85.426395
190304 1900 1903  9 12  0 NOT NAMED   32.010025 -67.950844  34.083713 -73.136579  23.854251 -56.990353  41.577507 -75.938229
190305 1900 1903  9 22 12 NOT NAMED   32.145937 -71.361481  31.039377 -73.412416  27.725053 -73.499451  35.923328 -66.140429
190306 1900 1903  9 26  6 NOT NAMED   32.312074 -58.530454  31.503399 -63.143826  23.432388 -60.795768  43.828338 -42.513271
190307 1900 1903 10  1  0 NOT NAMED   27.510027 -52.194310  29.425905 -60.237335  18.427623 -58.421264  32.134810 -35.492502
190308 1900 1903 10  5  0 NOT NAMED   30.025423 -68.287606  30.329102 -66.962657  25.875314 -72.125779  35.775081 -65.026853
190309 1900 1903 10 23 12 NOT NAMED   39.421811 -66.403248  30.172799 -74.477669  28.500328 -74.671651  52.110274 -51.729441
190310 1900 1903 11 17  6 NOT NAMED   30.211078 -43.806363  28.030521 -48.449633  19.706902 -39.119913  41.826466 -39.760783
190401 1900 1904  6 12  0 NOT NAMED   18.733698 -78.343759  19.468235 -77.750674  17.000124 -79.800665  20.702317 -76.455662
190402 1900 1904  9  8  0 NOT NAMED   27.129014 -68.587279  38.587916 -74.583092  17.078237 -55.395581  40.987451 -72.003033
190403 1900 1904  9 29  0 NOT NAMED   16.287526 -84.467859  16.414778 -83.483343  13.400180 -81.374572  18.051277 -88.725446
190404 1900 1904 10 12  6 NOT NAMED   22.074809 -80.081407  24.363243 -80.320493  15.476260 -76.724244  25.601249 -81.849248
190405 1900 1904 10 19  6 NOT NAMED   33.415772 -51.703506  24.825993 -52.356224  24.330375 -47.011816  54.445547 -44.173298
190406 1900 1904 10 31 12 NOT NAMED   31.024470 -81.428114  22.738186 -91.617469  20.750322 -91.823737  43.527066 -58.826615
190501 1900 1905  9  6 12 NOT NAMED   12.761982 -62.041899  12.761982 -62.041899  12.279590 -60.546783  13.230921 -63.496262
190502 1900 1905  9 11 12 NOT NAMED   22.767534 -57.505499  21.829734 -57.343476  19.853867 -52.623019  26.100730 -60.873246
190503 1900 1905  9 24  6 NOT NAMED   24.905457 -90.063463  22.006754 -89.809360  18.376468 -85.022914  32.350775 -91.473408
190504 1900 1905 10  3  0 NOT NAMED   30.047681 -65.038442  31.091148 -62.286638  12.600022 -78.050176  52.529860 -50.572953
190505 1900 1905 10  5  6 NOT NAMED   25.614048 -91.512020  25.612661 -92.486887  23.025948 -89.674866  29.251636 -91.506565
190601 1900 1906  6  8 12 NOT NAMED   25.872854 -84.683754  22.975183 -84.022899  20.850043 -83.749220  31.275005 -85.649403
190602 1900 1906  6 14  6 NOT NAMED   30.810483 -71.745011  32.898496 -72.961182  23.027865 -77.774448  36.658839 -57.105078
190603 1900 1906  8 23  0 NOT NAMED   34.312370 -53.315833  33.972367 -54.032490  30.950674 -56.297669  38.289253 -48.836521
190604 1900 1906  8 25 12 NOT NAMED   24.475536 -55.217201  21.956031 -70.490378  14.005763 -23.250000  52.086154 -27.964638
190605 1900 1906  9  3 12 NOT NAMED   21.485891 -54.074570  26.186153 -64.227865  10.300741 -33.949849  33.262801 -79.034824
190606 1900 1906  9 20  0 NOT NAMED   22.074806 -84.490424  24.526183 -86.404469  12.450426 -78.524579  35.125382 -90.020900
190607 1900 1906  9 22  0 NOT NAMED   30.950093 -36.589828  27.285857 -36.652383  29.304028 -33.332523  42.774439 -21.406809
190608 1900 1906 10  8  6 NOT NAMED   19.669873 -83.779003  12.094004 -82.532746  11.301974 -77.824996  30.225749 -81.154526
190609 1900 1906 10 14  6 NOT NAMED   32.227815 -71.267685  33.004181 -69.132161  33.688403 -64.375703  30.027520 -77.627684
190610 1900 1906 10 15  6 NOT NAMED   27.150149 -67.887888  29.103331 -66.304876  22.326553 -70.344413  29.304656 -62.500000
190611 1900 1906 11  5 12 NOT NAMED   22.279285 -78.091205  21.668309 -80.018708  20.100211 -82.200768  24.352563 -72.677337
190701 1900 1907  6 24 12 NOT NAMED   25.499785 -83.238934  32.634724 -81.985151  16.302225 -79.273654  37.958444 -74.565279
190702 1900 1907  9 19  6 NOT NAMED   30.202785 -86.320383  27.508875 -85.503061  26.904439 -84.395590  34.289150 -83.848131
190703 1900 1907  9 27  6 NOT NAMED   27.693154 -88.303100  28.884543 -86.879351  23.953447 -92.810246  31.280836 -82.984004
190704 1900 1907 10 17  6 NOT NAMED   30.627787 -59.985974  30.627787 -59.985974  26.758582 -65.306185  35.039253 -54.168976
190705 1900 1907 11  6  0 NOT NAMED   32.023840 -43.706079  27.416748 -41.404768  30.450080 -39.926145  40.128124 -46.264001
190801 1900 1908  3  6 12 NOT NAMED   18.118181 -62.587886  19.414087 -61.984694  22.175702 -60.879104  14.625229 -64.125877
190802 1900 1908  5 26  0 NOT NAMED   33.697273 -75.925339  30.839523 -78.721355  26.327540 -76.045013  44.382515 -69.863703
190803 1900 1908  7 25 12 NOT NAMED   33.488172 -74.183320  30.900189 -78.027133  28.900416 -76.749639  47.373726 -57.583925
190804 1900 1908  7 29 12 NOT NAMED   29.051501 -92.059952  28.372669 -91.912556  28.550897 -92.298431  30.300579 -92.723322
190805 1900 1908  8 30 12 NOT NAMED   34.775409 -74.542674  33.940872 -75.799054  33.003528 -73.699995  37.635664 -72.923102
190806 1900 1908  9  7 12 NOT NAMED   28.321599 -65.752611  23.177196 -75.293688  16.078082 -53.272220  52.625101 -48.446598
190807 1900 1908  9 16 12 NOT NAMED   26.504386 -92.444248  26.959200 -92.922482  25.351241 -91.347543  27.650312 -93.523734
190808 1900 1908  9 21 12 NOT NAMED   22.202255 -65.929382  23.801603 -77.007561  12.828178 -47.748672  32.408220 -58.079660
190809 1900 1908 10 15  0 NOT NAMED   12.254382 -81.859665  12.525981 -82.886683  11.700298 -79.775000  12.950214 -83.849698
190810 1900 1908 10 19 12 NOT NAMED   31.160427 -71.516440  31.160427 -71.516440  34.026263 -71.245358  31.885315 -77.454736
190901 1900 1909  6 15 12 NOT NAMED   12.618954 -82.686660  11.600000 -82.500000  11.350000 -82.500000  13.725185 -83.174816
190902 1900 1909  6 25 12 NOT NAMED   26.285896 -91.322882  26.160739 -96.051674  25.677335 -85.096667  26.052118 -97.600302
190903 1900 1909  6 27 12 NOT NAMED   26.313352 -80.254102  24.621829 -78.701665  23.077648 -77.244427  29.226626 -83.121178
190904 1900 1909  7 17  0 NOT NAMED   23.807349 -87.127378  28.199944 -93.499872  17.078501 -79.421200  28.779604 -94.995569
190905 1900 1909  8  7  0 NOT NAMED   20.899900 -88.984620  20.594097 -84.796665  20.529762 -83.671045  21.308304 -94.692262
190906 1900 1909  8 20  6 NOT NAMED   20.372324 -77.653546  22.332037 -91.816832  15.627664 -56.773999  23.725860 -98.050146
190907 1900 1909  8 23  0 NOT NAMED   25.901429 -91.637026  25.877460 -91.077189  25.679014 -90.020846  26.180918 -93.225889
190908 1900 1909  8 28  0 NOT NAMED   26.976917 -78.095075  25.724940 -77.504437  24.958800 -75.163519  29.377208 -80.035593
190909 1900 1909  9 15  0 NOT NAMED   23.826435 -85.432576  23.831303 -86.965381  19.201821 -79.573897  32.275122 -91.450532
190910 1900 1909  9 26 12 NOT NAMED   29.819837 -74.621775  29.307639 -76.284456  28.226426 -78.653223  31.268647 -69.760362
190911 1900 1909 10  7  0 NOT NAMED   21.553640 -79.111765  19.541498 -83.168647  13.250539 -77.472967  32.231523 -68.818064
190912 1900 1909 11  8 12 NOT NAMED   16.387142 -74.315288  20.616656 -68.873913  10.800080 -80.700166  21.498246 -60.250643
191001 1910 1910  8 23  6 NOT NAMED   26.982754 -72.997295  32.453692 -77.991458  15.733822 -64.594658  35.202989 -75.808909
191002 1910 1910  8 30  0 NOT NAMED   25.901071 -96.734446  25.901071 -96.734446  26.050396 -96.400319  25.775555 -97.050642
191003 1910 1910  9  5  6 NOT NAMED   21.927088 -80.774553  24.258256 -89.313218  17.078912 -60.024774  26.927159 -97.949457
191004 1910 1910  9 24  6 NOT NAMED   37.083628 -56.510751  31.777221 -62.669996  28.702719 -61.668944  41.395309 -41.598959
191005 1910 1910 10 11  0 NOT NAMED   26.423134 -78.232827  22.938838 -84.937668  13.050094 -80.599533  35.703660 -57.700005
191101 1910 1911  8  9  0 NOT NAMED   36.909430 -58.111232  36.480895 -58.673750  33.707623 -64.135732  40.394556 -50.474177
191102 1910 1911  8  9  6 NOT NAMED   28.603407 -85.963021  29.231441 -86.236997  25.925314 -83.174037  30.828082 -89.448655
191103 1910 1911  8 23  6 NOT NAMED   29.379854 -74.938272  31.246187 -78.101736  25.653685 -66.922081  32.276232 -82.250482
191104 1910 1911  9  4 12 NOT NAMED   12.959222 -76.892800  12.310872 -79.422363  12.928039 -64.224607  13.704723 -90.973521
191105 1910 1911  9 15 12 NOT NAMED   36.485619 -61.044498  34.081348 -57.359573  34.000008 -55.025000  39.700140 -67.549530
191106 1910 1911 10 27  6 NOT NAMED   22.407474 -85.686214  21.703391 -84.502667  21.827905 -84.202016  26.000733 -85.803662
191201 1910 1912  6  7 12 NOT NAMED   29.625179 -86.696530  26.542476 -88.690401  27.575402 -87.549077  35.515482 -71.975010
191202 1910 1912  7 12 12 NOT NAMED   29.133624 -78.028181  30.794925 -80.499616  26.176082 -74.745874  31.306974 -82.500000
191203 1910 1912  9  2 12 NOT NAMED   35.832601 -73.821642  37.366723 -72.550574  37.675000 -72.500000  33.752991 -75.830610
191204 1910 1912  9 10 18 NOT NAMED   29.468935 -86.554831  28.752387 -86.560916  29.000268 -84.650000  31.425012 -88.449298
191205 1910 1912 10  5  0 NOT NAMED   31.932391 -74.225550  31.963999 -74.749454  30.361772 -77.114083  32.852763 -70.501402
191206 1910 1912 10 11 12 NOT NAMED   22.808181 -90.169838  23.710055 -93.708305  19.102159 -81.897582  27.400257 -97.423444
191207 1910 1912 11 11  6 NOT NAMED   15.423444 -79.452349  16.325159 -79.738199  11.550157 -80.124711  18.151761 -80.525533
191301 1910 1913  6 22 12 NOT NAMED   20.186984 -87.805088  25.130108 -92.559513  12.425249 -81.473994  27.381423 -97.740122
191302 1910 1913  8 15  0 NOT NAMED   37.270187 -58.556345  36.643231 -58.957428  35.518978 -60.204613  38.926413 -56.561003
191303 1910 1913  8 27  0 NOT NAMED   22.964129 -48.090752  31.096259 -49.483157  12.703776 -25.374994  41.099978 -50.000000
191304 1910 1913  8 30 12 NOT NAMED   32.438180 -74.331065  32.838667 -74.258758  29.750056 -72.649055  34.754226 -76.895893
191305 1910 1913 10  2 12 NOT NAMED   35.966058 -72.757864  32.918480 -77.408252  40.251345 -70.245383  34.125150 -80.175525
191306 1910 1913 10 28  0 NOT NAMED   20.892056 -85.109084  20.689685 -85.332464  19.500389 -86.077562  22.125934 -84.126020
191401 1910 1914  9 15 12 NOT NAMED   29.353144 -81.236656  29.466065 -80.123895  27.250610 -77.522920  30.762769 -86.282608
191501 1910 1915  7 31  6 NOT NAMED   32.883222 -79.087468  28.381247 -79.829667  27.628639 -77.898270  41.159460 -73.766128
191502 1910 1915  8  6  0 NOT NAMED   23.719486 -70.127344  20.722361 -82.412928  14.156963 -32.099657  40.061685 -85.099644
191503 1910 1915  8 27 12 NOT NAMED   30.577234 -60.398861  31.843792 -61.895024  19.505539 -46.415196  38.557000 -60.041423
191504 1910 1915  8 31 18 NOT NAMED   23.106772 -82.702041  21.103197 -82.189166  17.500370 -80.547669  31.050064 -85.226587
191505 1910 1915  9 20  0 NOT NAMED   34.889427 -54.250976  36.949144 -50.071416  29.876741 -62.584947  37.652392 -47.076133
191506 1910 1915  9 21 12 NOT NAMED   21.238862 -77.958306  15.252521 -75.930319  12.950864 -61.848806  37.503754 -83.518351
191601 1910 1916  5 14  6 NOT NAMED   33.211679 -78.819274  39.159111 -74.818965  26.575408 -81.447031  42.010628 -72.177739
191602 1910 1916  7  2  0 NOT NAMED   26.814697 -87.301858  29.041135 -88.191073  17.825449 -84.723898  33.402143 -87.398234
191603 1910 1916  7 12  0 NOT NAMED   27.130821 -69.082567  23.589462 -69.583756  14.152379 -61.245763  43.946768 -69.005344
191604 1910 1916  7 11  6 NOT NAMED   30.626510 -77.182394  31.118282 -78.258830  26.802810 -72.394710  34.378599 -81.394623
191605 1910 1916  8  4 12 NOT NAMED   24.384344 -96.085145  24.490041 -96.611502  24.076016 -94.749659  24.701814 -97.448672
191606 1910 1916  8 12  6 NOT NAMED   19.382161 -76.825770  23.489269 -90.206864  13.579879 -57.099040  27.709697 -98.509845
191607 1910 1916  8 21  6 NOT NAMED   20.846386 -71.623134  17.585615 -64.708616  16.729331 -62.096306  25.626131 -80.120800
191608 1910 1916  8 27  6 NOT NAMED   16.692868 -70.787523  14.833152 -54.325018  14.259112 -50.322425  17.928868 -88.151780
191609 1910 1916  9  4 12 NOT NAMED   30.060009 -77.693729  29.442142 -77.645880  26.653355 -76.859781  33.350147 -78.377690
191610 1910 1916  9 14  6 NOT NAMED   30.599819 -56.119782  33.125285 -56.699995  21.053379 -61.099201  38.707676 -41.249989
191611 1910 1916  9 17 12 NOT NAMED   23.724942 -59.558006  25.527027 -67.024486  13.752996 -47.172096  38.651988 -60.585302
191612 1910 1916 10  2  6 NOT NAMED   29.608883 -76.675691  29.477763 -76.313059  27.500711 -75.196816  31.429670 -78.347761
191613 1910 1916 10  7 12 NOT NAMED   25.236682 -60.289285  27.746504 -62.021823  13.825633 -61.749382  44.056473 -44.876249
191614 1910 1916 10 12  0 NOT NAMED   20.722541 -85.419993  16.845310 -82.458578  16.425172 -79.349891  30.750422 -87.629873
191615 1910 1916 11 12  0 NOT NAMED   18.867963 -83.498918  18.813754 -85.430650  13.027393 -80.998524  24.985370 -81.563956
191701 1910 1917  7  7 12 NOT NAMED   14.126794 -70.638625  13.866151 -69.368136  13.353955 -66.923427  14.855005 -74.398099
191702 1910 1917  8  6  0 NOT NAMED   35.725877 -69.828196  37.920008 -71.255042  32.001226 -68.250000  47.423577 -63.015461
191703 1910 1917  8 30  6 NOT NAMED   31.288896 -53.949502  29.127890 -62.870998  16.257227 -46.819997  59.677597 -30.541508
191704 1910 1917  9 20  0 NOT NAMED   21.964280 -77.802923  21.668672 -82.289701  13.853651 -58.898063  31.579170 -84.704428
191801 1910 1918  8  1  0 NOT NAMED   20.617095 -78.990068  27.828238 -91.644551  12.907357 -61.148241  31.676779 -94.189674
191802 1910 1918  8 22  6 NOT NAMED   14.616681 -72.709743  15.731266 -81.952951  12.281031 -59.873158  16.013532 -86.296028
191803 1910 1918  8 23  6 NOT NAMED   33.662800 -75.430493  33.564502 -76.428460  29.430776 -75.009049  37.178366 -74.158898
191804 1910 1918  8 31 12 NOT NAMED   37.486235 -49.749343  38.177182 -49.215691  35.375463 -51.448745  39.128229 -46.478199
191805 1910 1918  9  2  0 NOT NAMED   34.105979 -62.240404  32.307723 -65.302704  24.901890 -58.073648  48.490480 -57.646388
191806 1910 1918  9  9  0 NOT NAMED   16.531508 -70.325011  16.468534 -68.143838  14.502142 -61.147969  17.754564 -80.547009
191901 1910 1919  7  2 18 NOT NAMED   28.301835 -86.376367  27.939106 -86.264530  26.400691 -85.696963  30.200143 -87.023501
191902 1910 1919  9  3  6 NOT NAMED   24.072129 -81.194699  24.334370 -81.582848  17.803573 -66.446304  28.084785 -100.216629
191903 1910 1919  9  2  6 NOT NAMED   39.070913 -66.458155  38.529246 -66.870533  35.507568 -70.293861  42.555419 -62.521248
191904 1910 1919  9 29 12 NOT NAMED   30.138791 -78.943979  29.951696 -78.471761  29.251513 -77.321516  31.005839 -80.595695
191905 1910 1919 11 10 12 NOT NAMED   27.705667 -63.121495  26.782027 -63.458602  28.751822 -60.981057  28.581306 -60.184333
192001 1920 1920  9  7  0 NOT NAMED   25.892340 -45.746904  27.362665 -52.002606  11.827993 -38.372166  41.531252 -33.426665
192002 1920 1920  9 19  0 NOT NAMED   22.868223 -88.682432  27.634181 -90.308997  16.775675 -86.673083  29.753323 -91.233117
192003 1920 1920  9 20 12 NOT NAMED   31.097054 -76.349713  31.742093 -76.941421  30.200020 -75.399821  33.252448 -77.889936
192004 1920 1920  9 24  0 NOT NAMED   33.111332 -54.908750  33.417144 -56.367063  33.375148 -56.575294  32.604679 -52.626408
192005 1920 1920  9 27 12 NOT NAMED   26.362858 -86.963747  26.585225 -87.109923  25.050176 -88.350204  29.039844 -82.722110
192101 1920 1921  6 17  0 NOT NAMED   23.108494 -93.080484  26.975057 -95.685082  17.001916 -86.422833  29.150028 -95.948658
192102 1920 1921  9  6  0 NOT NAMED   22.525987 -97.495437  22.365988 -97.334081  21.975535 -96.374562  23.100297 -98.599220
192103 1920 1921  9  6  0 NOT NAMED   23.286605 -60.901086  17.339070 -67.868852  10.032483 -42.999768  50.299246 -44.898530
192104 1920 1921  9  8  0 NOT NAMED   29.632646 -62.490752  30.059496 -63.899990  23.350644 -64.049230  40.885911 -50.966310
192105 1920 1921 10 16  6 NOT NAMED   39.645387 -46.785709  41.250904 -33.865956  30.953827 -77.004023  35.954203 -31.654342
192106 1920 1921 10 20  0 NOT NAMED   23.260378 -77.969329  20.538236 -85.081530  13.275166 -80.499507  28.166392 -60.050289
192107 1920 1921 11 20  6 NOT NAMED   22.627789 -75.364317  22.797429 -73.949114  22.578642 -71.473504  22.281985 -79.526577
192201 1920 1922  6 15  6 NOT NAMED   23.068260 -96.484224  23.068260 -96.484224  22.580893 -95.964935  23.504254 -97.115251
192202 1920 1922  9 13 18 NOT NAMED   33.860907 -51.682392  20.294839 -65.773413  11.853001 -52.272539  49.508490  -7.300051
192203 1920 1922  9 18 12 NOT NAMED   33.149529 -74.126796  30.740950 -76.595071  29.150316 -78.600316  38.750029 -68.075333
192204 1920 1922 10 15 12 NOT NAMED   19.621614 -87.893743  20.355873 -85.647537  18.500176 -82.374665  18.425131 -93.100335
192205 1920 1922 10 13 12 NOT NAMED   24.131800 -84.465172  24.216343 -84.007759  19.674985 -83.000000  27.475989 -86.523247
192301 1920 1923  6 25 18 NOT NAMED   31.251903 -80.746684  32.443820 -76.747474  28.382808 -90.202933  32.936171 -72.762554
192302 1920 1923  9  3 18 NOT NAMED   37.360316 -59.933968  36.825037 -58.012650  32.705680 -66.633102  44.556168 -56.843822
192303 1920 1923  9  7 12 NOT NAMED   17.312432 -22.953990  15.615076 -21.428436  14.100354 -20.523496  20.252102 -25.821898
192304 1920 1923  9 11  0 NOT NAMED   40.120377 -61.971635  37.668000 -64.789089  32.504009 -69.412525  48.561153 -49.797258
192305 1920 1923  9 24 18 NOT NAMED   36.967142 -67.420303  31.019379 -73.422792  21.750411 -73.473562  59.618039 -38.565707
192306 1920 1923 10 12  6 NOT NAMED   23.115358 -93.245813  27.239788 -91.900603  12.626153 -94.094993  34.600333 -91.318104
192307 1920 1923 10 15  0 NOT NAMED   32.381765 -64.266181  28.812762 -61.348669  23.101787 -62.731219  41.754692 -70.418941
192308 1920 1923 10 16 12 NOT NAMED   35.487521 -87.303265  26.821962 -90.665862  21.529688 -93.407567  50.097106 -77.877626
192309 1920 1923 10 24  6 NOT NAMED   23.671620 -62.136981  24.373580 -62.620723  20.350142 -60.098867  27.200509 -64.846947
192401 1920 1924  6 18  0 NOT NAMED   19.641772 -92.534670  18.138435 -88.432031  17.906255 -87.298027  21.401820 -96.795827
192402 1920 1924  7 28 12 NOT NAMED   35.969350 -71.765680  36.163328 -71.916662  32.255219 -75.996286  39.194310 -66.919886
192403 1920 1924  8 18 18 NOT NAMED   31.547831 -70.782364  28.152550 -75.636647  18.926643 -65.645449  53.268525 -50.802236
192404 1920 1924  8 26  0 NOT NAMED   27.324303 -62.177278  16.434696 -60.521518  13.805686 -50.249194  51.866152 -44.114881
192405 1920 1924  9 13  0 NOT NAMED   33.866563 -78.266115  29.420721 -85.898248  25.128500 -85.918210  45.084144 -55.788215
192406 1920 1924  9 20 12 NOT NAMED   16.926434 -24.802589  16.220296 -23.459690  16.150156 -23.324854  17.827750 -26.572183
192407 1920 1924  9 26  0 NOT NAMED   25.784492 -48.341140  43.681749 -45.762370  12.429689 -35.323820  46.356319 -41.228582
192408 1920 1924  9 28 18 NOT NAMED   30.558015 -82.390923  34.817571 -79.428088  24.075063 -86.372159  37.158159 -76.934398
192409 1920 1924 10 11 18 NOT NAMED   24.495071 -92.134176  26.061991 -89.390040  26.375400 -88.499157  22.227446 -96.003349
192410 1920 1924 10 15  6 NOT NAMED   22.337155 -82.475972  21.164006 -84.797437  18.150173 -85.124506  29.070426 -70.367821
192411 1920 1924 11  5 12 NOT NAMED   22.585324 -72.447021  22.803781 -73.997759  13.025176 -79.575502  34.474980 -61.000000
192501 1920 1925  8 18 18 NOT NAMED   34.774453 -65.838615  34.962721 -65.221061  31.253919 -71.855958  38.497453 -58.045549
192502 1920 1925  8 26  6 NOT NAMED   33.786180 -73.346675  33.786180 -73.346675  32.829489 -75.833746  34.700699 -71.019348
192503 1920 1925  9  6  6 NOT NAMED   24.710167 -96.730781  24.710167 -96.730781  23.904288 -95.717026  25.504500 -97.766431
192504 1920 1925 11 27 12 NOT NAMED   28.047004 -79.680879  30.300623 -79.388864  19.850103 -85.474866  37.003170 -68.719922
192601 1920 1926  7 22  6 NOT NAMED   22.893688 -72.711362  23.313807 -74.691113  13.856496 -58.843951  30.903900 -83.091293
192602 1920 1926  7 31  0 NOT NAMED   28.452925 -60.549485  27.952972 -62.505348  17.427304 -53.097691  44.768366 -61.935492
192603 1920 1926  8 21 12 NOT NAMED   25.019597 -88.556656  26.600185 -90.685889  18.427422 -82.841832  30.451780 -91.722903
192604 1920 1926  9  2  0 NOT NAMED   30.298283 -59.665841  29.313395 -67.296661  14.400855 -44.574553  54.305602 -50.930869
192605 1920 1926  9 10  6 NOT NAMED   29.857851 -54.606614  29.737594 -55.174512  26.200173 -54.599141  32.501097 -53.423669
192606 1920 1926  9 15  0 NOT NAMED   24.601050 -78.243791  24.601050 -78.243791  24.051072 -78.053374  25.275934 -78.274881
192607 1920 1926  9 11 12 NOT NAMED   23.369773 -69.715957  21.365439 -69.148176  15.903672 -47.672608  30.378130 -89.149230
192608 1920 1926  9 21 12 NOT NAMED   34.876203 -34.152217  32.507488 -39.497021  29.151671 -48.100730  33.553225 -25.847022
192609 1920 1926 10  3  6 NOT NAMED   15.212877 -82.506239  15.212877 -82.506239  14.652406 -80.649051  15.705573 -84.296231
192610 1920 1926 10 15  0 NOT NAMED   25.789642 -68.867135  22.066018 -82.140573  11.900009 -80.700037  29.128304 -54.423068
192611 1920 1926 11 13  0 NOT NAMED   16.575443 -83.374614  16.575443 -83.374614  13.000758 -80.947934  19.775511 -85.001929
192701 1920 1927  8 18 12 NOT NAMED   40.805524 -52.160975  21.577525 -60.297423  14.756044 -42.245691  71.551016 -12.830832
192702 1920 1927  9  2 12 NOT NAMED   21.506416 -40.469658  25.457086 -54.672210  16.227370 -22.350973  33.326354 -51.728209
192703 1920 1927  9 23  0 NOT NAMED   18.810921 -43.414188  27.212145 -47.032165  11.975554 -37.749007  30.675258 -47.256906
